disease,language,category,words,images,intrawikis,sections,total_edits,first_edit,last_edit,unique_editors
Parkinson,la,Paraquat,271,4,21,4,9,2016-02-29 21:49:46,2024-02-25 13:42:05,4
Parkinson,nl,Paraquat,520,6,53,4,50,2006-02-15 14:29:38,2021-09-13 06:20:08,33
Parkinson,pl,Paraquat,344,4,30,2,51,2007-09-15 09:02:44,2024-02-03 18:21:08,26
Parkinson,pt,Paraquat,1033,3,42,5,84,2008-07-06 16:35:40,2021-07-27 21:43:05,30
Parkinson,ru,Paraquat,686,8,41,6,63,2007-01-05 22:26:41,2024-07-30 09:20:49,34
Parkinson,sh,Paraquat,420,5,26,4,13,2014-04-12 01:36:26,2024-12-21 00:14:56,4
Parkinson,sr,Paraquat,347,6,25,4,13,2013-12-27 04:10:27,2024-04-10 01:07:38,5
Parkinson,sv,Paraquat,859,1,48,6,62,2006-10-21 16:06:31,2024-02-19 05:33:39,36
Parkinson,th,Paraquat,478,8,27,2,23,2010-05-26 12:06:03,2024-11-19 17:43:50,12
Parkinson,tr,Paraquat,502,7,41,1,12,2025-01-01 14:41:50,2025-02-19 21:08:27,6
Parkinson,vi,Paraquat,659,15,18,1,12,2017-02-22 02:39:07,2024-10-28 10:24:28,9
Parkinson,zh_min_nan,Paraquat,64,1,3,0,1,2019-06-29 14:12:01,2019-06-29 14:12:01,1
Parkinson,zh,Paraquat,646,9,201,8,273,2011-02-04 04:20:50,2024-11-14 08:14:15,149
Parkinson,ar,Amantadine,3201,13,292,10,81,2013-09-17 07:52:03,2023-08-05 13:02:27,23
Parkinson,azb,Amantadine,436,5,49,3,4,2017-11-07 03:12:55,2018-12-04 18:55:26,2
Parkinson,ckb,Amantadine,151,4,3,1,10,2017-09-30 01:32:32,2024-10-16 19:47:35,5
Parkinson,cs,Amantadine,173,5,10,2,23,2010-12-20 16:52:26,2022-05-19 19:16:08,18
Parkinson,cy,Amantadine,252,4,5,3,8,2018-03-08 12:28:44,2024-03-18 16:06:56,5
Parkinson,de,Amantadine,1200,4,77,6,220,2005-11-13 14:06:04,2024-12-26 23:18:42,131
Parkinson,en,Amantadine,9076,9,1582,11,858,2004-11-03 04:19:59,2025-02-13 15:10:32,409
Parkinson,es,Amantadine,1202,4,73,10,142,2005-10-22 18:46:04,2025-01-01 15:59:40,103
Parkinson,fa,Amantadine,2478,4,505,5,73,2009-11-03 14:20:01,2024-12-21 07:24:05,39
Parkinson,fi,Amantadine,355,2,45,4,32,2009-01-02 06:30:25,2024-04-15 12:34:59,24
Parkinson,fr,Amantadine,1969,6,162,8,110,2006-04-02 17:03:53,2024-07-08 11:22:40,78
Parkinson,hu,Amantadine,392,4,39,3,33,2009-11-16 09:46:35,2020-12-10 00:39:55,22
Parkinson,hy,Amantadine,2334,7,9,9,28,2023-01-25 17:14:12,2024-03-17 16:37:41,6
Parkinson,id,Amantadine,963,5,57,5,15,2017-06-01 16:21:44,2024-11-15 10:01:08,9
Parkinson,it,Amantadine,1051,7,67,9,100,2007-04-23 21:47:35,2023-11-03 06:51:15,68
Parkinson,ja,Amantadine,212,4,93,7,81,2004-05-03 01:46:22,2024-06-20 13:32:46,57
Parkinson,kk,Amantadine,82,4,3,1,11,2011-06-29 07:47:46,2014-05-30 07:22:07,10
Parkinson,ko,Amantadine,645,2,45,1,7,2024-05-23 17:26:13,2025-01-09 02:19:03,3
Parkinson,nl,Amantadine,286,3,30,1,60,2005-08-25 13:08:41,2023-04-02 07:50:57,38
Parkinson,no,Amantadine,90,1,11,3,9,2021-06-18 21:19:09,2021-06-19 06:40:26,2
Parkinson,or,Amantadine,402,4,7,1,5,2021-07-07 03:54:02,2024-03-11 11:19:23,4
Parkinson,pl,Amantadine,2820,9,214,9,198,2005-05-14 18:03:42,2024-02-01 11:06:23,99
Parkinson,pt,Amantadine,386,5,24,1,45,2005-10-24 12:28:48,2023-08-09 19:23:41,34
Parkinson,ro,Amantadine,778,5,91,5,5,2020-07-18 18:23:30,2023-03-19 13:21:12,4
Parkinson,ru,Amantadine,1940,4,139,7,155,2007-05-05 20:36:59,2024-09-13 14:15:27,83
Parkinson,sh,Amantadine,3182,3,1047,2,14,2014-04-05 07:35:34,2024-08-17 22:47:41,4
Parkinson,sl,Amantadine,491,3,54,4,11,2012-10-24 18:32:15,2023-10-30 19:45:14,6
Parkinson,sr,Amantadine,3374,9,1314,2,32,2012-04-15 00:07:37,2024-04-13 18:40:26,10
Parkinson,sv,Amantadine,124,4,25,3,13,2009-12-01 14:58:19,2024-09-08 09:31:12,11
Parkinson,th,Amantadine,469,1,71,5,32,2005-11-13 10:23:48,2024-12-09 06:58:46,20
Parkinson,tr,Amantadine,862,3,102,2,17,2021-11-16 08:10:02,2024-11-22 19:26:43,8
Parkinson,uk,Amantadine,933,2,83,7,17,2019-08-07 20:28:03,2024-09-10 19:21:03,8
Parkinson,vi,Amantadine,1336,3,50,4,13,2019-06-17 00:16:06,2021-11-02 04:33:24,13
Parkinson,zh,Amantadine,689,6,225,2,36,2015-08-01 10:00:47,2025-02-17 13:36:05,18
Parkinson,ar,Selegiline,2962,12,269,5,43,2015-03-19 05:21:20,2025-01-19 20:24:05,12
Parkinson,azb,Selegiline,463,5,51,3,3,2017-11-08 02:32:43,2018-12-05 08:13:29,2
Parkinson,cy,Selegiline,182,4,1,3,5,2018-03-08 12:24:16,2018-03-12 13:30:24,3
Parkinson,de,Selegiline,944,3,85,6,150,2006-06-10 17:27:58,2024-06-15 23:53:37,69
Parkinson,en,Selegiline,21347,7,1417,14,990,2004-12-12 16:24:04,2025-02-16 13:05:20,362
Parkinson,es,Selegiline,3405,6,129,8,58,2012-04-24 19:55:36,2024-05-03 19:16:49,26
Parkinson,fa,Selegiline,2788,4,672,6,66,2011-05-01 22:20:08,2025-02-18 18:41:19,33
Parkinson,fi,Selegiline,348,1,86,3,32,2011-01-01 02:42:04,2024-11-17 21:38:03,21
Parkinson,fr,Selegiline,750,5,142,3,53,2010-02-11 06:20:25,2025-02-02 00:09:34,34
Parkinson,he,Selegiline,370,3,27,4,17,2014-12-07 18:59:47,2021-04-17 06:36:35,12
Parkinson,hu,Selegiline,1207,2,67,8,101,2005-10-02 12:55:38,2024-04-30 16:52:43,44
Parkinson,id,Selegiline,1097,4,70,6,31,2020-08-24 18:34:52,2024-10-31 06:42:10,5
Parkinson,it,Selegiline,507,6,38,5,54,2008-10-29 21:45:30,2024-03-11 17:54:21,39
Parkinson,ja,Selegiline,1608,5,136,9,14,2020-03-31 02:17:32,2025-02-14 06:59:01,10
Parkinson,la,Selegiline,177,3,16,4,5,2019-10-27 18:16:19,2022-12-03 14:58:24,2
Parkinson,nl,Selegiline,151,5,25,0,33,2008-06-25 17:23:58,2023-04-05 06:34:18,20
Parkinson,or,Selegiline,417,4,8,1,4,2023-02-09 04:11:10,2023-05-15 09:15:28,3
Parkinson,pl,Selegiline,1331,5,175,4,83,2008-01-08 09:00:39,2023-07-29 08:16:33,49
Parkinson,pt,Selegiline,425,7,50,3,11,2015-06-24 02:45:55,2022-11-15 03:35:40,6
Parkinson,ro,Selegiline,863,5,121,5,6,2020-06-18 19:59:39,2023-06-17 19:22:05,3
Parkinson,ru,Selegiline,720,4,55,4,51,2004-12-01 12:27:34,2025-01-16 19:57:46,35
Parkinson,sh,Selegiline,2230,4,676,5,27,2013-06-03 08:46:41,2024-12-19 17:13:32,8
Parkinson,sr,Selegiline,2170,10,775,4,29,2012-12-04 21:48:37,2024-03-07 22:27:16,10
Parkinson,sv,Selegiline,234,1,43,0,33,2007-01-24 13:15:35,2022-02-06 23:16:28,27
Parkinson,tr,Selegiline,787,0,86,2,11,2022-03-12 18:17:07,2024-03-21 20:27:37,6
Parkinson,uk,Selegiline,758,2,68,7,24,2019-07-08 20:54:36,2024-12-08 11:42:47,11
Parkinson,vi,Selegiline,1314,4,35,5,17,2019-06-19 02:16:59,2022-12-31 18:26:47,15
Parkinson,zh,Selegiline,186,4,76,6,15,2024-12-30 06:44:59,2025-01-08 06:47:51,4
Parkinson,ar,Benserazide,290,12,38,3,9,2019-11-09 13:33:48,2023-02-22 01:00:10,5
Parkinson,de,Benserazide,497,4,53,7,80,2009-01-18 16:13:27,2024-09-22 20:00:02,43
Parkinson,en,Benserazide,890,6,264,3,105,2005-04-19 11:49:33,2024-09-18 06:40:08,65
Parkinson,es,Benserazide,214,2,29,3,8,2013-07-29 21:50:53,2022-04-21 22:30:39,7
Parkinson,fa,Benserazide,291,5,28,1,6,2024-01-31 19:04:02,2024-12-20 06:40:55,3
Parkinson,fi,Benserazide,246,2,28,3,2,2022-05-18 11:22:07,2024-11-12 11:05:01,2
Parkinson,id,Benserazide,244,4,30,1,7,2023-06-19 04:16:57,2025-01-05 12:10:31,3
Parkinson,it,Benserazide,1649,3,114,2,19,2016-06-16 18:35:00,2024-07-15 10:00:02,16
Parkinson,ro,Benserazide,407,6,49,3,3,2020-06-18 21:13:07,2023-03-19 13:13:22,3
Parkinson,ru,Benserazide,584,2,23,9,32,2009-10-25 15:13:44,2023-07-13 18:19:28,23
Parkinson,sh,Benserazide,4625,5,1150,3,13,2014-04-05 07:57:48,2024-12-19 14:50:14,6
Parkinson,sr,Benserazide,3782,5,1306,3,16,2013-09-29 07:42:44,2024-01-13 03:20:49,7
Parkinson,vi,Benserazide,587,4,27,3,9,2019-08-08 15:48:17,2023-06-11 11:22:27,6
Parkinson,ar,Tetrabenazine,1097,12,120,6,35,2017-06-17 18:53:52,2024-12-16 05:18:41,10
Parkinson,azb,Tetrabenazine,280,5,36,3,4,2017-11-07 03:27:30,2018-12-05 02:13:50,2
Parkinson,de,Tetrabenazine,607,3,63,5,81,2007-02-26 15:01:31,2024-08-24 11:11:34,43
Parkinson,en,Tetrabenazine,2625,4,496,8,241,2005-05-10 20:07:57,2025-01-14 03:42:17,118
Parkinson,es,Tetrabenazine,783,3,47,5,3,2018-05-28 07:08:10,2018-06-07 14:06:47,2
Parkinson,fa,Tetrabenazine,2887,4,745,5,23,2012-11-20 16:20:06,2024-03-25 15:05:42,13
Parkinson,fr,Tetrabenazine,290,6,33,2,14,2020-11-04 20:40:32,2024-02-20 18:54:02,8
Parkinson,it,Tetrabenazine,319,8,30,5,27,2010-03-10 11:39:26,2020-02-03 18:33:09,23
Parkinson,la,Tetrabenazine,160,4,19,4,6,2019-09-13 11:52:22,2019-09-24 08:47:50,1
Parkinson,or,Tetrabenazine,303,4,6,1,2,2023-07-11 09:17:20,2023-07-11 18:10:13,2
Parkinson,pl,Tetrabenazine,749,6,78,10,11,2016-02-10 17:52:00,2024-04-18 08:21:53,5
Parkinson,ro,Tetrabenazine,388,5,80,2,2,2020-08-23 12:02:09,2023-03-19 13:28:38,2
Parkinson,ru,Tetrabenazine,458,3,41,6,31,2012-03-17 04:55:18,2024-09-14 06:27:02,22
Parkinson,sh,Tetrabenazine,5358,5,1371,3,15,2014-04-05 13:02:04,2024-12-19 17:20:58,5
Parkinson,sr,Tetrabenazine,4494,10,1509,3,26,2012-07-21 04:43:13,2024-03-07 22:21:50,8
Parkinson,te,Tetrabenazine,207,2,8,1,3,2024-09-26 07:48:47,2024-09-26 17:21:58,1
Parkinson,uk,Tetrabenazine,83,2,14,0,3,2022-04-13 09:25:26,2022-10-16 18:45:20,3
Parkinson,ar,Thalamotomy,283,6,58,1,17,2020-12-12 00:51:38,2024-02-26 03:03:22,5
Parkinson,de,Thalamotomy,158,1,6,1,33,2003-09-18 09:27:14,2025-02-09 06:33:48,22
Parkinson,en,Thalamotomy,1453,2,88,3,104,2005-05-12 02:05:22,2024-10-24 14:40:28,67
Parkinson,es,Thalamotomy,117,3,9,1,27,2011-07-31 15:53:05,2020-05-04 20:48:56,17
Parkinson,fa,Thalamotomy,386,2,48,3,17,2013-08-03 21:57:07,2022-12-18 21:07:39,10
Parkinson,ru,Thalamotomy,618,1,17,6,37,2017-10-24 00:01:16,2023-09-20 01:50:00,18
Parkinson,ar,Palilalia,1461,7,307,5,47,2022-10-31 17:08:17,2024-03-06 00:08:30,4
Parkinson,bg,Palilalia,214,1,8,1,22,2009-09-29 22:56:17,2023-10-13 17:58:09,12
Parkinson,de,Palilalia,320,2,18,3,50,2004-08-04 23:13:43,2024-05-04 06:18:10,41
Parkinson,en,Palilalia,1184,0,78,5,292,2005-07-02 01:32:42,2024-04-29 07:56:34,110
Parkinson,es,Palilalia,108,1,16,3,30,2007-06-09 16:07:12,2019-07-12 22:09:06,25
Parkinson,fa,Palilalia,1110,0,42,6,7,2024-03-04 10:34:25,2025-01-02 07:32:14,2
Parkinson,fi,Palilalia,69,0,4,1,12,2007-05-20 16:41:15,2023-10-27 22:20:55,12
Parkinson,fr,Palilalia,166,3,12,3,29,2007-02-24 15:38:45,2025-02-07 08:09:48,24
Parkinson,nl,Palilalia,112,1,9,1,20,2005-03-07 11:49:17,2014-03-06 00:49:15,16
Parkinson,pl,Palilalia,65,2,8,2,19,2008-01-12 17:29:50,2023-01-09 20:41:14,17
Parkinson,pt,Palilalia,81,1,8,1,14,2007-02-13 16:58:31,2022-02-18 01:10:52,14
Parkinson,ru,Palilalia,198,3,19,0,26,2007-10-26 04:24:13,2024-10-20 12:40:28,24
Parkinson,sv,Palilalia,158,0,14,2,18,2009-11-09 22:53:57,2021-11-10 22:15:31,12
Parkinson,tr,Palilalia,580,0,21,5,9,2022-06-01 15:20:48,2024-06-04 22:36:24,6
Parkinson,zh,Palilalia,466,2,36,5,20,2021-04-15 07:08:38,2025-02-17 13:12:04,3
Parkinson,ar,Carbidopa/levodopa,744,7,34,5,39,2018-05-19 00:57:35,2024-07-03 23:03:04,12
Parkinson,azb,Carbidopa/levodopa,101,3,10,3,4,2017-11-07 03:52:30,2018-12-05 21:19:27,2
Parkinson,en,Carbidopa/levodopa,2133,6,372,6,245,2005-07-23 20:17:26,2024-12-25 14:39:53,113
Parkinson,es,Carbidopa/levodopa,6421,1,140,8,48,2016-05-17 02:26:11,2023-08-06 11:48:36,23
Parkinson,fa,Carbidopa/levodopa,404,1,13,3,23,2016-02-15 04:12:11,2024-12-20 06:43:16,14
Parkinson,hy,Carbidopa/levodopa,1154,3,19,7,17,2019-05-11 08:00:16,2024-03-07 12:33:02,8
Parkinson,ja,Carbidopa/levodopa,197,3,26,6,17,2017-03-20 22:32:11,2023-11-01 17:49:02,12
Parkinson,or,Carbidopa/levodopa,329,2,3,1,12,2015-11-04 11:49:10,2023-10-08 01:07:59,3
Parkinson,pt,Carbidopa/levodopa,99,3,9,0,12,2007-11-25 21:08:58,2021-04-23 15:06:50,8
Parkinson,sh,Carbidopa/levodopa,350,4,27,4,16,2014-04-05 10:20:11,2024-12-21 05:28:49,4
Parkinson,sr,Carbidopa/levodopa,248,6,22,4,16,2013-12-24 05:03:35,2024-04-09 21:58:08,5
Parkinson,uk,Carbidopa/levodopa,1407,3,98,9,25,2019-08-09 19:50:22,2024-08-29 10:55:25,5
Parkinson,vi,Carbidopa/levodopa,510,2,13,1,4,2018-10-11 06:20:27,2021-02-27 20:31:16,3
Parkinson,zh,Carbidopa/levodopa,505,5,92,7,34,2017-03-15 06:36:09,2024-10-12 01:29:53,12
Parkinson,ar,Parkinson-plus_syndrome,818,3,13,4,7,2024-02-26 23:37:03,2024-06-18 17:15:49,4
Parkinson,en,Parkinson-plus_syndrome,1021,0,156,6,142,2005-09-18 20:35:23,2023-11-26 14:59:33,62
Parkinson,fa,Parkinson-plus_syndrome,1141,1,109,6,5,2024-02-06 04:19:41,2024-04-01 17:49:40,2
Parkinson,he,Parkinson-plus_syndrome,306,3,13,4,41,2011-09-20 08:55:40,2024-08-21 04:57:24,30
Parkinson,pl,Parkinson-plus_syndrome,213,2,19,1,24,2005-09-23 09:31:24,2023-01-09 21:19:19,17
Parkinson,pt,Parkinson-plus_syndrome,135,1,7,1,9,2005-08-24 02:54:17,2018-04-24 19:25:33,9
Parkinson,sv,Parkinson-plus_syndrome,125,1,8,0,13,2008-04-23 14:32:43,2024-04-23 16:36:04,12
Parkinson,ar,Entacapone,678,12,63,3,43,2016-06-13 12:19:28,2024-10-21 07:58:12,16
Parkinson,cy,Entacapone,238,4,3,3,6,2018-03-08 12:36:32,2018-03-12 13:19:32,3
Parkinson,de,Entacapone,436,4,42,5,136,2005-11-26 22:36:37,2024-08-03 16:16:20,47
Parkinson,en,Entacapone,2029,5,341,7,209,2005-11-21 01:41:47,2025-01-12 03:44:51,94
Parkinson,es,Entacapone,2117,7,80,11,31,2015-07-06 02:57:49,2025-02-04 15:14:23,22
Parkinson,fa,Entacapone,1138,6,86,5,8,2024-01-29 19:49:40,2024-09-01 09:31:46,2
Parkinson,fi,Entacapone,175,1,29,2,30,2006-11-09 11:04:41,2024-12-18 15:12:34,24
Parkinson,fr,Entacapone,432,6,59,3,25,2012-10-26 08:49:22,2024-07-08 10:59:12,16
Parkinson,he,Entacapone,214,6,22,2,15,2014-12-07 17:29:49,2024-08-25 06:03:09,10
Parkinson,hu,Entacapone,251,2,20,2,25,2009-12-02 07:13:00,2020-07-20 23:57:18,15
Parkinson,id,Entacapone,1622,4,76,7,28,2024-12-08 03:50:02,2024-12-08 04:31:57,1
Parkinson,it,Entacapone,336,6,35,7,29,2010-07-02 14:06:20,2021-07-17 12:07:22,19
Parkinson,ja,Entacapone,45,1,29,5,26,2008-06-26 23:09:44,2024-12-21 09:52:03,23
Parkinson,nl,Entacapone,239,3,25,2,10,2012-02-16 12:41:11,2024-11-12 17:56:11,9
Parkinson,or,Entacapone,271,5,8,1,4,2024-01-14 02:20:58,2024-04-27 10:21:05,3
Parkinson,pl,Entacapone,1010,3,61,10,55,2009-03-07 21:22:55,2023-10-03 17:59:14,22
Parkinson,pt,Entacapone,371,5,6,5,11,2011-01-26 13:52:24,2022-08-24 00:12:01,9
Parkinson,ro,Entacapone,500,5,52,4,6,2020-06-18 20:45:38,2023-03-19 13:13:18,4
Parkinson,sh,Entacapone,711,6,38,4,17,2014-04-05 09:04:39,2024-12-19 22:17:30,4
Parkinson,sr,Entacapone,533,10,32,4,16,2013-12-17 03:28:02,2024-04-09 21:18:00,5
Parkinson,vi,Entacapone,589,3,14,3,6,2019-08-13 14:34:26,2021-08-12 18:00:20,6
Parkinson,zh,Entacapone,170,2,55,7,32,2007-05-24 05:59:53,2024-07-21 01:53:04,25
Parkinson,ar,Tolcapone,699,11,67,3,18,2022-07-26 15:16:54,2024-11-13 04:06:49,4
Parkinson,cy,Tolcapone,212,4,3,3,5,2018-03-08 12:31:23,2018-03-12 13:23:55,3
Parkinson,de,Tolcapone,732,4,56,7,92,2012-02-06 17:31:28,2024-09-27 12:37:21,22
Parkinson,en,Tolcapone,3338,9,336,10,197,2005-12-01 21:30:15,2025-01-14 03:47:14,93
Parkinson,es,Tolcapone,757,3,53,4,6,2018-06-03 08:39:41,2021-12-16 21:10:48,3
Parkinson,fa,Tolcapone,901,6,89,5,9,2024-01-31 18:49:05,2024-09-01 09:32:03,3
Parkinson,fr,Tolcapone,2338,11,97,10,22,2020-02-12 21:24:46,2024-08-06 19:11:28,19
Parkinson,or,Tolcapone,372,5,7,1,4,2024-04-23 04:05:40,2024-04-23 05:10:47,2
Parkinson,pl,Tolcapone,355,4,33,6,24,2008-02-16 12:47:20,2022-08-24 23:05:24,16
Parkinson,pt,Tolcapone,291,4,36,3,10,2010-08-04 16:08:01,2017-07-19 17:30:46,8
Parkinson,ro,Tolcapone,474,5,52,3,5,2020-06-18 21:03:52,2023-03-19 13:13:21,3
Parkinson,sh,Tolcapone,552,6,36,4,16,2014-04-05 13:14:44,2024-12-19 21:17:22,4
Parkinson,sr,Tolcapone,378,10,31,4,17,2013-12-15 06:22:43,2024-04-09 21:07:33,5
Parkinson,sv,Tolcapone,193,0,16,2,16,2011-11-05 09:50:10,2022-07-05 20:11:01,10
Parkinson,tr,Tolcapone,375,0,19,3,10,2023-10-05 15:11:37,2024-08-07 17:37:21,6
Parkinson,bs,Glucocerebrosidase,2238,18,119,10,7,2021-12-11 13:06:55,2022-10-15 14:53:52,3
Parkinson,ca,Glucocerebrosidase,3728,18,83,8,135,2015-10-18 14:50:54,2025-01-04 12:57:04,23
Parkinson,de,Glucocerebrosidase,491,4,38,4,53,2008-02-09 12:41:56,2025-02-16 15:12:23,32
Parkinson,en,Glucocerebrosidase,2384,18,198,9,157,2005-12-06 19:16:26,2024-01-27 01:59:16,80
Parkinson,fa,Glucocerebrosidase,929,14,79,3,10,2017-12-05 04:00:18,2024-04-04 18:16:33,7
Parkinson,fr,Glucocerebrosidase,260,3,21,1,4,2012-07-15 22:34:05,2023-04-19 18:59:52,4
Parkinson,he,Glucocerebrosidase,372,9,20,1,19,2007-02-03 16:28:33,2021-03-19 08:42:24,14
Parkinson,ja,Glucocerebrosidase,375,12,26,5,20,2006-03-16 06:48:25,2018-07-09 19:25:43,14
Parkinson,la,Glucocerebrosidase,316,8,14,4,8,2022-11-15 11:33:58,2023-02-10 10:39:23,1
Parkinson,pt,Glucocerebrosidase,270,2,27,2,17,2006-08-15 14:21:26,2023-05-18 23:11:39,13
Parkinson,tt,Glucocerebrosidase,868,3,8,2,3,2020-11-01 00:46:35,2024-03-25 12:19:35,3
Parkinson,uk,Glucocerebrosidase,698,5,46,3,13,2017-08-25 10:28:37,2024-12-05 18:40:45,7
Parkinson,ar,Biperiden,447,12,48,1,28,2018-01-17 18:07:49,2024-10-21 20:04:48,7
Parkinson,azb,Biperiden,143,5,12,3,4,2017-11-07 03:27:52,2018-12-05 01:58:41,2
Parkinson,cy,Biperiden,233,4,4,3,8,2018-03-08 12:34:02,2024-03-16 22:25:45,5
Parkinson,de,Biperiden,592,3,48,5,131,2006-01-25 20:05:48,2024-04-10 06:57:42,79
Parkinson,en,Biperiden,2927,5,1004,8,222,2006-01-26 21:50:03,2025-01-12 03:25:55,124
Parkinson,es,Biperiden,945,3,50,7,101,2006-10-14 00:37:51,2023-12-23 00:12:38,55
Parkinson,fa,Biperiden,1455,4,331,3,57,2012-05-09 11:41:13,2025-02-10 13:59:41,21
Parkinson,fi,Biperiden,356,1,51,4,51,2009-08-21 22:36:17,2025-01-01 10:10:21,31
Parkinson,fr,Biperiden,613,5,98,2,27,2013-06-12 06:18:41,2024-07-08 11:01:15,14
Parkinson,he,Biperiden,481,5,39,5,17,2018-07-26 21:47:43,2024-08-02 21:50:16,7
Parkinson,hu,Biperiden,173,2,18,2,28,2009-11-16 09:52:23,2019-11-28 07:51:37,20
Parkinson,it,Biperiden,1673,6,78,13,67,2012-12-08 16:26:29,2024-12-16 12:52:56,28
Parkinson,ja,Biperiden,155,2,40,5,29,2010-07-19 13:51:39,2024-12-09 23:36:53,22
Parkinson,la,Biperiden,258,3,20,5,4,2021-05-19 14:08:01,2022-11-22 17:28:29,2
Parkinson,mk,Biperiden,279,3,29,1,14,2017-12-05 23:38:17,2024-03-12 23:49:42,2
Parkinson,nl,Biperiden,635,3,44,3,93,2008-02-28 15:08:21,2023-04-05 06:19:49,55
Parkinson,or,Biperiden,330,5,11,1,5,2017-03-29 01:21:37,2023-10-09 01:34:52,2
Parkinson,pl,Biperiden,534,6,58,8,51,2009-09-04 13:58:36,2023-01-26 16:41:35,27
Parkinson,pt,Biperiden,359,5,42,6,38,2007-04-17 01:54:35,2021-06-20 05:38:52,26
Parkinson,ro,Biperiden,539,6,58,3,5,2020-07-18 13:47:11,2023-03-19 13:21:03,3
Parkinson,sh,Biperiden,566,6,37,4,15,2014-04-05 08:08:05,2024-12-19 14:51:24,4
Parkinson,sr,Biperiden,388,10,31,4,16,2013-12-20 02:58:45,2024-04-09 21:38:02,5
Parkinson,sv,Biperiden,64,1,5,1,29,2007-07-26 02:12:56,2022-06-14 23:41:52,20
Parkinson,tr,Biperiden,204,0,9,2,10,2022-05-31 10:15:12,2024-08-13 22:29:50,9
Parkinson,uk,Biperiden,814,2,79,7,22,2019-07-01 19:32:18,2024-03-27 08:17:32,8
Parkinson,vi,Biperiden,1534,3,109,1,8,2018-10-11 06:11:18,2024-08-15 10:58:30,7
Parkinson,zh,Biperiden,987,8,279,9,44,2010-11-28 03:56:42,2024-09-20 00:13:07,19
Parkinson,de,Micrographia_(handwriting),111,2,4,1,11,2009-11-05 17:57:27,2024-05-28 15:55:31,7
Parkinson,en,Micrographia_(handwriting),417,1,15,3,74,2006-04-09 15:49:49,2024-10-06 16:19:27,52
Parkinson,pl,Micrographia_(handwriting),67,2,3,1,7,2007-07-06 20:50:39,2023-02-03 14:42:46,7
Parkinson,ar,Rasagiline,3015,14,183,5,53,2015-03-19 05:01:34,2023-01-29 01:23:37,13
Parkinson,de,Rasagiline,388,3,36,2,59,2006-01-09 13:51:05,2024-06-18 08:44:54,41
Parkinson,el,Rasagiline,1139,1,46,6,8,2025-01-27 17:27:53,2025-02-03 13:31:02,3
Parkinson,en,Rasagiline,8743,5,571,12,367,2006-06-25 11:46:27,2025-01-18 01:03:53,158
Parkinson,es,Rasagiline,447,4,41,1,18,2012-05-02 21:30:34,2023-09-20 07:15:08,13
Parkinson,fa,Rasagiline,208,6,42,2,14,2021-11-14 21:52:22,2025-02-18 18:39:39,9
Parkinson,fi,Rasagiline,264,1,27,3,32,2009-11-05 06:53:16,2024-07-05 22:29:33,17
Parkinson,fr,Rasagiline,1838,7,72,8,57,2008-10-10 22:12:48,2024-07-08 10:58:38,31
Parkinson,he,Rasagiline,156,5,18,3,15,2016-01-18 19:46:50,2023-09-21 13:00:30,8
Parkinson,id,Rasagiline,8087,4,160,11,47,2024-11-03 08:03:20,2025-01-11 18:20:40,3
Parkinson,it,Rasagiline,151,7,21,1,18,2013-09-11 20:07:58,2023-04-28 15:05:06,11
Parkinson,ja,Rasagiline,674,5,82,9,8,2021-04-29 02:51:45,2023-12-29 13:16:26,6
Parkinson,la,Rasagiline,340,3,19,5,11,2018-09-30 21:08:31,2021-05-19 14:09:21,2
Parkinson,nl,Rasagiline,231,3,30,0,16,2012-04-24 14:21:01,2024-12-10 22:58:39,12
Parkinson,or,Rasagiline,370,4,7,1,3,2023-07-20 03:47:11,2023-07-25 17:54:05,3
Parkinson,pt,Rasagiline,3634,4,32,8,40,2016-03-28 18:34:51,2024-07-01 16:57:20,12
Parkinson,ro,Rasagiline,385,4,51,3,3,2020-06-18 19:40:06,2023-03-19 13:13:13,3
Parkinson,ru,Rasagiline,129,4,16,1,9,2014-06-30 07:21:21,2024-09-25 10:42:00,8
Parkinson,sh,Rasagiline,2012,5,673,4,16,2014-04-05 12:21:36,2024-12-19 17:07:49,6
Parkinson,sr,Rasagiline,1824,10,691,4,21,2012-12-05 16:22:13,2024-03-07 22:27:18,9
Parkinson,sv,Rasagiline,303,0,10,2,16,2014-05-25 11:46:48,2017-09-10 14:59:09,5
Parkinson,te,Rasagiline,345,3,17,1,8,2024-10-13 06:01:55,2024-10-14 17:10:53,2
Parkinson,tr,Rasagiline,665,0,83,2,14,2022-02-26 11:44:05,2024-07-23 07:47:28,9
Parkinson,uk,Rasagiline,688,2,69,7,8,2019-07-12 19:47:48,2023-04-22 11:05:28,4
Parkinson,zh,Rasagiline,194,5,99,1,20,2012-06-09 15:41:23,2024-10-22 03:15:41,12
Parkinson,de,Hoehn_and_Yahr_scale,312,0,4,2,5,2019-11-11 13:26:43,2022-08-03 12:58:58,2
Parkinson,en,Hoehn_and_Yahr_scale,424,0,6,2,59,2006-06-25 13:12:25,2024-02-19 15:54:15,51
Parkinson,ko,Hoehn_and_Yahr_scale,78,1,1,0,15,2008-09-20 02:26:12,2024-05-09 15:48:08,11
Parkinson,pl,Hoehn_and_Yahr_scale,187,0,2,3,22,2009-10-09 07:39:53,2018-10-03 12:36:34,9
Parkinson,zh,Hoehn_and_Yahr_scale,98,0,1,1,14,2011-12-10 22:09:25,2021-10-17 20:26:04,8
