disease,language,category,words,images,intrawikis,sections,total_edits,first_edit,last_edit,unique_editors
Parkinson,ar,Quinalizarin,394,7,31,4,12,2021-01-30 10:26:21,2023-03-06 22:23:34,7
Parkinson,de,Quinalizarin,187,3,38,1,45,2006-04-17 06:31:53,2025-02-14 13:54:53,27
Parkinson,en,Quinalizarin,585,6,190,2,47,2010-02-02 03:25:53,2024-08-30 04:32:23,25
Parkinson,hr,Quinalizarin,758,3,58,2,9,2021-01-10 09:00:53,2023-06-14 10:50:21,8
Parkinson,ja,Quinalizarin,88,5,18,2,4,2013-07-28 13:24:39,2022-05-08 00:51:48,4
Parkinson,en,Hypophonia,188,1,9,2,47,2010-03-03 19:25:19,2024-08-01 08:00:55,31
Parkinson,es,Hypophonia,280,1,9,2,5,2023-01-25 20:20:00,2025-01-03 23:04:30,3
Parkinson,fa,Hypophonia,221,1,11,2,2,2022-01-28 09:56:52,2022-01-28 09:57:41,1
Parkinson,ar,Parkinsonian_gait,437,4,53,1,14,2022-10-17 07:44:24,2024-04-13 14:45:18,4
Parkinson,en,Parkinsonian_gait,4502,7,184,6,359,2010-04-28 02:20:28,2024-10-24 07:03:12,95
Parkinson,fa,Parkinsonian_gait,290,1,28,1,16,2013-12-22 19:32:56,2024-12-11 09:22:58,9
Parkinson,it,Parkinsonian_gait,181,4,8,3,38,2009-08-14 09:01:19,2024-02-11 04:38:16,20
Parkinson,en,Traxoprodil,1859,3,623,2,51,2011-01-20 05:49:28,2024-10-21 10:12:52,27
Parkinson,sh,Traxoprodil,971,5,224,4,13,2014-04-05 13:17:48,2024-12-19 17:23:41,4
Parkinson,sr,Traxoprodil,741,6,327,4,15,2013-12-25 04:26:31,2024-04-09 22:47:13,5
Parkinson,en,Braak_staging,1120,4,37,3,42,2011-01-23 10:01:16,2023-12-03 11:52:10,29
Parkinson,nl,Braak_staging,1175,3,46,3,9,2018-01-05 15:47:56,2023-09-26 21:47:34,7
Parkinson,en,Lee_Silverman_voice_treatment,728,0,14,5,80,2011-01-23 10:17:14,2024-02-17 12:14:27,41
Parkinson,en,MultiPark,245,3,9,2,45,2011-02-02 11:58:59,2024-07-08 10:41:12,17
Parkinson,ar,Cycrimine,331,7,27,1,13,2022-08-04 09:47:30,2023-07-27 20:15:39,3
Parkinson,en,Cycrimine,137,4,29,4,27,2011-02-08 15:57:16,2025-01-12 03:14:30,21
Parkinson,fa,Cycrimine,158,5,28,3,6,2022-06-02 06:29:21,2025-02-10 14:02:24,4
Parkinson,sh,Cycrimine,521,5,32,4,12,2014-04-05 08:27:38,2024-12-20 22:33:42,3
Parkinson,sr,Cycrimine,353,7,28,4,15,2013-12-17 03:31:45,2024-04-09 21:19:36,5
Parkinson,zh,Cycrimine,80,4,22,2,9,2024-08-27 05:19:25,2024-12-03 19:34:24,2
Parkinson,en,History_of_Parkinson's_disease,1909,3,63,5,71,2011-02-28 15:04:28,2024-06-09 06:03:27,48
Parkinson,fr,History_of_Parkinson's_disease,1672,5,69,5,40,2011-07-31 20:42:56,2022-01-14 19:23:38,16
Parkinson,pt,History_of_Parkinson's_disease,2021,2,45,5,4,2024-12-12 02:38:47,2024-12-12 23:22:35,3
Parkinson,en,PD-0298029,588,4,258,2,38,2011-08-19 22:19:12,2025-01-17 14:59:35,23
Parkinson,sh,PD-0298029,1142,4,347,3,10,2014-04-05 11:52:39,2024-12-19 16:56:08,4
Parkinson,sr,PD-0298029,709,5,319,3,25,2012-03-04 07:23:05,2024-01-13 17:00:37,6
Parkinson,ar,Kinesia_paradoxa,1332,4,13,4,5,2022-08-27 04:02:59,2023-02-09 01:05:02,5
Parkinson,de,Kinesia_paradoxa,1668,0,15,7,54,2016-04-26 14:28:49,2024-02-12 16:16:16,22
Parkinson,en,Kinesia_paradoxa,3375,1,73,9,155,2011-11-20 22:17:16,2023-11-26 14:57:09,32
Parkinson,pt,Kinesia_paradoxa,3344,1,56,8,12,2024-10-31 16:47:48,2024-11-07 19:20:12,4
Parkinson,en,Mofegiline,815,2,303,2,37,2011-11-26 06:44:43,2024-09-04 21:06:56,22
Parkinson,sh,Mofegiline,359,5,29,4,12,2014-04-05 11:17:21,2024-12-19 20:27:49,3
Parkinson,sr,Mofegiline,234,6,25,4,15,2013-12-24 07:53:57,2024-04-09 22:26:22,5
Parkinson,ar,Supervisory_attentional_system,1187,5,6,2,15,2019-10-25 16:53:34,2023-01-24 02:02:50,5
Parkinson,en,Supervisory_attentional_system,3502,1,32,3,221,2012-02-20 22:00:00,2023-10-26 00:23:23,44
Parkinson,fr,Supervisory_attentional_system,4210,4,33,3,51,2014-04-02 15:01:55,2024-05-26 01:42:51,22
Parkinson,en,Nitecapone,512,4,248,2,24,2012-05-21 00:18:52,2024-10-08 09:30:06,20
Parkinson,fa,Nitecapone,152,5,20,2,4,2024-01-29 19:58:59,2024-03-17 10:44:47,1
Parkinson,sh,Nitecapone,354,5,27,4,14,2014-04-05 11:31:28,2024-12-21 05:57:09,3
Parkinson,sr,Nitecapone,233,6,23,4,16,2013-12-24 08:00:15,2024-04-09 22:28:47,5
Parkinson,en,Tremorine,401,3,21,3,28,2012-07-17 22:51:34,2023-12-16 19:53:23,22
Parkinson,sh,Tremorine,314,5,25,4,12,2014-04-05 13:20:19,2024-12-21 12:51:36,3
Parkinson,sr,Tremorine,232,6,22,4,15,2013-12-25 04:26:43,2024-04-09 22:47:18,5
Parkinson,zh,Tremorine,314,3,16,2,2,2024-05-11 14:44:17,2024-06-18 15:20:06,2
Parkinson,en,Dietary_management_of_Parkinson's_disease,1857,4,26,6,46,2012-07-27 19:36:31,2025-01-17 18:56:25,34
Parkinson,ar,Causes_of_Parkinson's_disease,1251,4,12,3,19,2021-09-28 09:26:54,2024-10-03 15:08:02,8
Parkinson,en,Causes_of_Parkinson's_disease,3500,4,99,5,190,2012-10-29 17:36:17,2025-01-08 18:31:30,70
Parkinson,pt,Causes_of_Parkinson's_disease,3352,2,49,5,3,2025-02-01 01:17:30,2025-02-01 02:51:41,3
Parkinson,ar,Gene_therapy_in_Parkinson's_disease,1280,4,14,5,9,2019-12-03 06:16:54,2023-03-11 01:23:26,5
Parkinson,en,Gene_therapy_in_Parkinson's_disease,1800,0,25,6,88,2013-05-07 17:03:03,2024-05-24 17:27:59,35
Parkinson,pt,Gene_therapy_in_Parkinson's_disease,1960,1,17,6,2,2024-12-02 17:56:45,2024-12-02 17:58:13,2
Parkinson,ar,Gut–brain_axis,1055,5,10,2,14,2020-04-30 18:34:26,2024-10-03 05:33:46,6
Parkinson,en,Gut–brain_axis,4502,9,245,6,496,2013-11-14 16:46:53,2025-01-30 14:01:25,164
Parkinson,es,Gut–brain_axis,6041,6,96,7,29,2021-11-21 12:54:03,2025-01-06 12:33:14,9
Parkinson,eu,Gut–brain_axis,1220,3,43,7,18,2022-10-30 21:56:28,2025-02-01 21:30:10,3
Parkinson,fa,Gut–brain_axis,583,2,17,4,29,2021-01-06 18:14:56,2024-02-09 17:16:06,5
Parkinson,fr,Gut–brain_axis,6328,9,204,10,37,2019-02-09 19:02:27,2024-12-08 22:10:06,22
Parkinson,he,Gut–brain_axis,1695,1,56,5,18,2020-12-14 16:51:01,2025-01-17 19:24:26,15
Parkinson,it,Gut–brain_axis,338,4,19,4,28,2018-02-13 12:05:18,2021-05-13 09:26:14,15
Parkinson,ja,Gut–brain_axis,67,0,17,6,10,2020-06-03 04:08:30,2024-07-13 23:54:48,9
Parkinson,pl,Gut–brain_axis,1383,1,49,5,75,2015-06-22 22:19:44,2024-09-29 15:16:56,19
Parkinson,zh,Gut–brain_axis,625,2,14,2,19,2016-09-17 02:23:20,2024-08-12 19:40:45,7
Parkinson,de,3-Methylmethcathinone,1277,6,79,10,79,2024-09-08 21:40:33,2025-01-30 14:24:41,25
Parkinson,en,3-Methylmethcathinone,3622,6,850,9,245,2014-04-17 02:54:22,2025-02-12 16:41:44,126
Parkinson,fr,3-Methylmethcathinone,1975,6,90,10,72,2022-08-10 15:49:46,2024-12-11 09:21:15,33
Parkinson,nl,3-Methylmethcathinone,1809,3,70,12,52,2021-06-02 18:16:40,2024-11-06 20:55:40,23
Parkinson,pl,3-Methylmethcathinone,235,3,17,2,17,2019-11-14 22:25:15,2024-11-06 20:56:33,14
Parkinson,sr,3-Methylmethcathinone,189,2,16,1,5,2016-12-22 02:09:40,2024-10-15 18:00:38,3
Parkinson,en,REM_Sleep_Behavior_Disorder_Screening_Questionnaire,551,0,11,5,51,2014-04-22 22:48:17,2024-03-22 22:55:24,25
Parkinson,ig,REM_Sleep_Behavior_Disorder_Screening_Questionnaire,397,0,1,4,1,2023-07-28 19:39:06,2023-07-28 19:39:06,1
Parkinson,ca,Liftware,246,1,10,2,10,2015-08-27 11:29:19,2024-02-12 19:39:41,6
Parkinson,en,Liftware,256,1,13,2,55,2014-09-13 15:18:00,2025-01-21 18:44:24,30
Parkinson,ru,Liftware,338,2,15,2,29,2015-04-27 21:17:35,2024-09-12 15:36:04,9
Parkinson,en,Dipraglurant,462,3,93,3,22,2014-12-28 08:47:53,2024-09-26 03:01:04,20
Parkinson,en,Dihydrotetrabenazine,1061,5,294,3,32,2015-07-07 05:19:53,2024-09-26 03:22:34,20
Parkinson,zh,Dihydrotetrabenazine,64,1,13,2,8,2024-08-27 05:58:37,2025-01-18 10:36:16,3
Parkinson,cy,Cloudy_Times,204,2,9,4,9,2022-09-10 14:17:32,2025-02-17 11:53:01,4
Parkinson,en,Cloudy_Times,885,1,27,6,66,2015-09-03 18:14:43,2024-10-30 08:24:30,21
Parkinson,es,Cloudy_Times,2213,2,33,12,105,2015-09-29 02:46:56,2024-12-03 22:37:18,32
Parkinson,fr,Cloudy_Times,435,10,18,7,32,2015-10-15 13:26:51,2024-01-08 04:43:33,12
Parkinson,gn,Cloudy_Times,162,2,6,4,5,2021-10-19 16:24:59,2021-10-19 16:42:08,1
Parkinson,id,Cloudy_Times,186,0,9,3,6,2016-10-10 17:15:59,2022-11-25 02:43:52,6
Parkinson,uk,Cloudy_Times,266,6,10,5,10,2015-09-04 13:49:46,2023-08-30 10:39:48,7
Parkinson,ar,LBT-3627,113,4,6,1,8,2022-08-03 21:54:13,2023-02-21 23:43:21,4
Parkinson,en,LBT-3627,343,0,81,3,18,2015-12-18 19:07:02,2024-07-19 18:01:27,11
Parkinson,en,Diane_G._Cook,1141,0,17,9,26,2016-02-15 18:15:29,2024-03-22 14:00:45,15
Parkinson,ar,Pathophysiology_of_Parkinson's_disease,1937,4,12,7,5,2021-04-06 18:00:29,2022-05-13 20:58:24,5
Parkinson,en,Pathophysiology_of_Parkinson's_disease,2170,7,65,7,68,2016-05-09 19:53:08,2024-11-28 17:33:02,39
Parkinson,pt,Pathophysiology_of_Parkinson's_disease,2393,9,48,7,3,2025-02-01 01:29:05,2025-02-01 02:54:10,2
Parkinson,bs,2-Hydroxyestradiol,1070,2,49,5,6,2021-02-17 21:48:54,2024-12-13 13:30:22,2
Parkinson,en,2-Hydroxyestradiol,2574,3,727,4,36,2016-10-01 09:19:47,2025-01-18 15:33:28,17
Parkinson,ml,2-Hydroxyestradiol,176,3,10,2,1,2023-01-30 13:48:44,2023-01-30 13:48:44,1
Parkinson,ru,2-Hydroxyestradiol,383,3,74,1,6,2018-12-10 09:43:42,2022-01-09 17:41:50,4
Parkinson,zh,2-Hydroxyestradiol,171,3,61,1,9,2021-01-26 12:33:35,2025-01-07 03:11:16,5
Parkinson,en,Catechol_estrogen,2817,1,710,2,21,2016-10-03 01:35:41,2020-12-12 17:55:15,6
Parkinson,zh,Catechol_estrogen,139,1,63,2,6,2021-01-26 12:19:06,2024-02-13 08:30:18,2
Parkinson,ar,Valbenazine,366,7,21,1,11,2024-02-23 19:05:13,2024-12-23 03:29:55,6
Parkinson,en,Valbenazine,1683,3,464,8,99,2016-10-17 22:22:27,2025-01-12 03:39:38,49
Parkinson,fr,Valbenazine,326,5,12,5,11,2023-06-22 22:52:24,2023-12-25 13:45:53,3
Parkinson,ja,Valbenazine,325,1,48,7,6,2024-10-11 08:22:07,2024-10-11 09:11:11,1
Parkinson,or,Valbenazine,267,4,4,1,3,2024-01-30 14:11:37,2024-02-24 07:27:49,2
Parkinson,ru,Valbenazine,447,1,34,9,23,2017-05-08 03:16:55,2024-04-14 14:09:47,9
Parkinson,te,Valbenazine,257,1,10,1,6,2024-09-28 17:19:46,2024-09-29 17:17:06,2
Parkinson,bs,2-Hydroxyestrone,614,2,28,3,4,2021-02-17 19:43:58,2022-02-12 22:43:24,3
Parkinson,en,2-Hydroxyestrone,2078,2,696,3,35,2016-12-05 20:16:20,2025-01-18 15:33:04,13
Parkinson,ml,2-Hydroxyestrone,437,3,15,1,2,2023-01-31 11:51:11,2023-02-03 06:01:53,1
Parkinson,ru,2-Hydroxyestrone,554,3,77,1,8,2018-12-10 09:48:34,2023-12-10 10:23:01,6
Parkinson,sr,2-Hydroxyestrone,288,1,26,3,5,2016-12-17 20:57:15,2024-10-15 17:56:11,3
Parkinson,zh,2-Hydroxyestrone,213,2,66,2,12,2021-01-26 11:38:02,2025-01-07 03:11:33,6
Parkinson,ar,Opicapone,278,9,23,1,11,2022-07-28 22:02:04,2023-01-29 18:52:52,3
Parkinson,de,Opicapone,764,3,51,7,21,2023-04-28 15:32:30,2024-09-25 18:16:23,10
Parkinson,en,Opicapone,2344,6,318,10,93,2017-01-11 11:03:23,2024-12-14 14:27:43,37
Parkinson,es,Opicapone,563,4,44,3,16,2024-01-26 01:01:29,2024-07-07 22:10:42,4
Parkinson,fa,Opicapone,952,5,91,7,8,2024-01-31 18:31:03,2024-09-01 09:31:55,1
Parkinson,fr,Opicapone,347,4,17,6,9,2024-11-04 23:00:50,2024-11-11 19:47:12,4
Parkinson,la,Opicapone,391,4,16,4,10,2019-08-25 03:44:39,2022-10-03 21:31:19,3
Parkinson,or,Opicapone,390,2,8,1,3,2024-05-06 10:59:40,2024-05-06 11:10:51,2
Parkinson,ro,Opicapone,287,5,49,2,2,2020-06-18 20:54:22,2023-03-19 13:13:19,2
Parkinson,ar,Deutetrabenazine,503,9,24,1,12,2024-05-10 14:37:54,2024-12-21 04:46:48,6
Parkinson,en,Deutetrabenazine,1210,2,304,7,70,2017-04-04 14:11:24,2025-01-12 03:39:23,33
Parkinson,or,Deutetrabenazine,203,2,8,1,3,2024-02-16 13:56:43,2024-02-20 07:48:14,2
Parkinson,te,Deutetrabenazine,209,1,12,1,3,2024-09-26 11:16:52,2024-09-26 17:23:18,1
Parkinson,en,Transcranial_direct_stimulation_in_Parkinson's_disease_gait_rehabilitation,2636,4,24,3,60,2017-04-24 04:56:01,2024-02-19 04:07:32,17
Parkinson,pt,Transcranial_direct_stimulation_in_Parkinson's_disease_gait_rehabilitation,3210,4,19,3,3,2024-11-11 05:38:35,2024-11-24 05:17:01,2
Parkinson,bn,Parkinson's_Disease_(journal),81,0,6,2,3,2023-01-19 13:36:11,2023-01-19 21:45:22,2
Parkinson,en,Parkinson's_Disease_(journal),133,3,16,2,17,2017-08-21 22:34:25,2024-04-06 06:31:02,10
Parkinson,en,REM_Sleep_Behavior_Disorder_Single-Question_Screen,313,0,10,4,31,2018-04-13 12:56:59,2022-10-22 16:33:40,8
Parkinson,ig,REM_Sleep_Behavior_Disorder_Single-Question_Screen,327,0,2,4,1,2023-07-28 19:29:17,2023-07-28 19:29:17,1
Parkinson,ar,Frontal_Assessment_Battery,455,6,16,4,16,2022-12-05 13:26:42,2023-01-29 22:39:18,3
Parkinson,en,Frontal_Assessment_Battery,232,0,15,4,22,2018-04-13 23:37:39,2023-11-26 14:50:22,14
Parkinson,en,Cell-based_therapies_for_Parkinson's_disease,1297,4,46,2,93,2019-02-11 21:13:03,2024-04-26 13:04:02,18
Parkinson,en,Fox_Trial_Finder,554,0,9,2,14,2020-08-29 16:40:17,2023-12-11 02:31:34,7
Parkinson,en,Animal_models_of_Parkinson's_disease,3406,11,64,4,75,2020-09-09 15:51:17,2023-11-26 15:08:32,17
Parkinson,ar,Tigloidine,397,10,25,1,11,2023-02-25 16:27:16,2024-03-06 05:34:42,3
Parkinson,en,Tigloidine,232,3,98,1,10,2021-04-01 19:53:55,2024-02-16 05:15:31,8
Parkinson,zh,Tigloidine,282,4,57,3,10,2024-06-29 08:12:33,2024-12-02 07:58:17,3
Parkinson,ar,Carbidopa/oxitriptan,167,8,12,1,20,2022-02-17 19:25:41,2024-06-29 20:38:39,4
Parkinson,en,Carbidopa/oxitriptan,1711,3,656,1,13,2021-09-05 01:28:11,2025-01-12 23:43:05,9
Parkinson,en,Early-onset_parkinsonism-intellectual_disability_syndrome,337,1,19,3,16,2022-06-11 00:54:33,2024-08-16 23:35:13,11
Parkinson,ar,Levodopa/benserazide,304,9,20,2,17,2023-02-26 19:38:06,2024-03-06 00:04:11,4
Parkinson,en,Levodopa/benserazide,525,2,237,3,8,2023-01-09 00:22:05,2024-09-28 03:31:05,6
Parkinson,or,Levodopa/benserazide,314,0,9,1,3,2025-01-06 10:48:40,2025-01-20 11:20:31,2
Parkinson,en,Buntanetap,786,3,33,2,30,2023-01-13 23:46:19,2025-02-06 06:40:13,12
Parkinson,en,Parkinson's_disease_in_South_Asians,4760,8,76,9,113,2023-09-30 23:01:57,2024-07-11 12:50:41,18
Parkinson,en,Parkinson's_disease_and_gut-brain_axis,3461,4,60,5,264,2023-10-30 20:23:00,2024-12-17 17:28:29,22
Parkinson,pt,Parkinson's_disease_and_gut-brain_axis,4472,7,43,3,5,2025-01-17 23:31:57,2025-01-20 04:00:25,3
Parkinson,en,Minzasolmin,202,1,23,2,16,2023-12-08 20:44:35,2024-09-30 06:32:21,7
Parkinson,en,Desmethylselegiline,2811,2,726,4,20,2024-07-30 00:48:05,2024-08-20 00:57:28,8
Parkinson,en,Hemantane,1164,2,439,2,29,2024-09-13 06:33:17,2025-01-23 04:19:30,11
Parkinson,en,Fosgonimeton,874,2,285,1,8,2024-09-13 07:23:36,2024-10-08 12:44:20,4
Parkinson,en,Carmantadine,256,3,26,1,9,2024-09-13 07:33:19,2024-09-14 03:55:02,6
Parkinson,en,Gludantan,317,2,25,2,14,2024-09-14 01:55:14,2024-11-02 07:50:44,8
Parkinson,en,3-Chlorostyrylcaffeine,1263,3,374,2,14,2024-09-24 07:42:50,2024-10-01 01:02:20,7
Parkinson,en,Mesdopetam,1683,1,439,6,17,2024-09-26 02:38:45,2024-11-06 21:05:01,6
Parkinson,en,Prasinezumab,376,1,94,3,7,2024-09-26 22:48:55,2024-09-27 03:26:32,3
Parkinson,en,Cinpanemab,281,0,91,3,10,2024-09-26 23:03:11,2024-12-30 07:12:13,7
Parkinson,en,Anti-α-synuclein_drug,472,1,95,2,10,2024-09-26 23:22:33,2024-09-28 00:58:37,5
Parkinson,en,Prodipine,1250,2,567,3,12,2024-09-28 09:48:51,2024-10-20 21:36:15,4
Parkinson,en,Nebicapone,854,2,193,1,7,2024-10-08 09:31:15,2024-10-14 03:33:14,5
Parkinson,en,Neluxicapone,509,2,185,1,10,2024-10-08 23:34:50,2024-10-09 13:19:27,7
Parkinson,en,Bufenadrine,988,2,422,1,9,2024-10-17 19:08:01,2024-10-19 20:55:16,5
Parkinson,en,Clofenetamine,880,2,421,1,10,2024-10-17 22:40:23,2024-10-19 21:25:18,6
Parkinson,en,Botiacrine,539,3,279,1,12,2024-10-20 23:52:38,2025-01-12 03:41:34,8
Parkinson,en,Benapryzine,1726,3,929,1,12,2024-10-21 00:46:54,2025-01-12 03:24:50,8
Parkinson,en,Neuronal_Alpha-Synuclein_Disease,186,1,7,1,14,2024-12-26 20:07:25,2025-01-08 20:41:42,5
Parkinson,en,Nibrozetone,234,3,26,1,5,2024-12-28 10:43:26,2025-01-26 08:55:42,5
Alzheimer,an,Alois_Alzheimer,222,7,14,1,28,2010-06-14 09:44:59,2024-07-08 06:13:15,16
Alzheimer,ar,Alois_Alzheimer,770,10,40,4,62,2012-05-13 09:51:13,2024-10-20 14:45:00,18
Alzheimer,arz,Alois_Alzheimer,219,13,19,1,11,2013-12-12 14:49:54,2024-12-28 12:28:03,6
Alzheimer,az,Alois_Alzheimer,1400,5,47,11,47,2020-03-28 11:03:53,2025-02-26 21:13:08,7
Alzheimer,be_x_old,Alois_Alzheimer,177,8,23,2,33,2010-10-31 17:37:23,2020-12-07 21:04:43,21
Alzheimer,be,Alois_Alzheimer,269,5,34,2,41,2009-12-19 11:29:07,2022-03-22 14:24:59,23
Alzheimer,bg,Alois_Alzheimer,427,6,29,3,47,2009-06-14 14:36:00,2021-02-12 06:07:23,28
Alzheimer,bn,Alois_Alzheimer,634,2,21,1,17,2021-11-24 07:37:26,2024-12-15 13:31:08,8
Alzheimer,ca,Alois_Alzheimer,408,8,47,1,72,2007-12-18 10:16:04,2022-03-15 19:23:45,42
Alzheimer,cs,Alois_Alzheimer,387,6,40,4,74,2006-12-02 15:34:01,2023-08-07 13:01:34,48
Alzheimer,da,Alois_Alzheimer,279,5,47,2,74,2005-04-26 19:20:51,2025-02-03 11:11:19,50
Alzheimer,de,Alois_Alzheimer,2804,11,94,8,449,2004-03-16 15:00:45,2024-08-15 11:20:25,271
Alzheimer,el,Alois_Alzheimer,719,5,52,4,66,2009-07-14 23:15:51,2024-01-15 08:44:55,36
Alzheimer,en,Alois_Alzheimer,1909,8,67,8,577,2001-10-29 21:48:51,2025-02-18 13:27:15,364
Alzheimer,eo,Alois_Alzheimer,547,8,51,2,11,2017-06-28 12:25:58,2024-06-23 05:31:25,6
Alzheimer,es,Alois_Alzheimer,889,6,51,7,225,2006-06-23 08:34:47,2025-02-01 17:14:04,135
Alzheimer,et,Alois_Alzheimer,286,3,41,0,21,2011-06-14 19:05:04,2024-04-16 07:21:05,15
Alzheimer,eu,Alois_Alzheimer,280,8,47,4,14,2012-08-14 15:58:03,2020-09-01 00:15:43,9
Alzheimer,fa,Alois_Alzheimer,581,10,31,8,28,2013-05-09 12:02:52,2024-12-04 14:07:48,17
Alzheimer,fi,Alois_Alzheimer,343,6,17,2,57,2006-09-14 13:01:55,2022-12-13 05:11:07,40
Alzheimer,fr,Alois_Alzheimer,1847,10,82,5,159,2006-07-29 10:22:57,2025-01-28 12:48:49,101
Alzheimer,fy,Alois_Alzheimer,254,2,12,1,36,2009-07-11 09:50:24,2021-05-04 14:24:23,16
Alzheimer,ga,Alois_Alzheimer,353,8,27,4,55,2006-10-26 19:20:10,2023-12-19 13:50:16,26
Alzheimer,gl,Alois_Alzheimer,350,11,47,2,45,2007-12-16 13:47:19,2024-12-18 10:59:01,27
Alzheimer,he,Alois_Alzheimer,365,10,59,2,122,2006-12-24 21:12:22,2023-05-23 05:09:08,66
Alzheimer,hr,Alois_Alzheimer,185,1,12,0,21,2010-01-30 20:39:58,2021-12-19 00:19:01,13
Alzheimer,hy,Alois_Alzheimer,495,6,36,4,25,2016-10-08 20:26:43,2024-04-11 08:39:38,8
Alzheimer,id,Alois_Alzheimer,280,4,21,1,22,2011-01-07 13:25:43,2021-01-28 13:14:03,14
Alzheimer,io,Alois_Alzheimer,44,2,12,0,23,2009-10-29 19:55:33,2023-07-18 15:26:39,12
Alzheimer,is,Alois_Alzheimer,246,1,17,2,63,2006-11-12 02:43:38,2024-03-14 16:42:58,32
Alzheimer,it,Alois_Alzheimer,1912,8,52,7,207,2005-06-06 18:41:05,2025-02-26 20:25:24,114
Alzheimer,ja,Alois_Alzheimer,79,3,27,1,69,2005-11-25 06:37:39,2024-10-26 21:55:29,51
Alzheimer,ka,Alois_Alzheimer,227,4,23,1,46,2005-12-19 12:39:21,2019-04-22 00:16:33,27
Alzheimer,ko,Alois_Alzheimer,135,3,10,2,27,2018-05-23 04:03:29,2025-01-10 05:08:56,9
Alzheimer,la,Alois_Alzheimer,111,2,14,2,27,2009-08-15 07:02:46,2022-10-10 19:50:07,19
Alzheimer,lt,Alois_Alzheimer,241,2,19,2,23,2018-11-25 15:26:01,2023-10-17 14:44:30,7
Alzheimer,mn,Alois_Alzheimer,137,2,7,1,21,2010-08-25 04:53:20,2022-10-25 09:36:48,13
Alzheimer,ms,Alois_Alzheimer,1587,5,13,7,2,2024-07-15 13:06:53,2024-07-15 13:08:47,1
Alzheimer,nl,Alois_Alzheimer,1099,4,82,3,210,2003-05-25 19:13:05,2024-01-13 12:20:14,104
Alzheimer,no,Alois_Alzheimer,765,4,48,5,97,2004-10-01 22:53:44,2025-01-26 14:10:10,51
Alzheimer,oc,Alois_Alzheimer,164,1,8,1,14,2011-10-04 16:16:11,2024-06-15 15:18:00,12
Alzheimer,pl,Alois_Alzheimer,2141,5,82,5,187,2005-09-05 14:28:11,2024-11-30 14:15:56,80
Alzheimer,pt,Alois_Alzheimer,1673,12,80,4,120,2005-06-13 10:02:48,2024-12-09 10:36:02,74
Alzheimer,ro,Alois_Alzheimer,981,7,71,3,67,2006-11-13 16:45:56,2023-11-19 17:03:12,42
Alzheimer,ru,Alois_Alzheimer,458,9,59,3,135,2007-02-01 20:37:04,2025-02-13 04:48:11,84
Alzheimer,sco,Alois_Alzheimer,109,2,8,1,3,2014-02-15 17:27:10,2023-09-10 15:35:57,3
Alzheimer,sd,Alois_Alzheimer,186,2,5,1,8,2024-11-11 13:30:53,2024-11-12 23:31:33,3
Alzheimer,simple,Alois_Alzheimer,248,3,6,1,49,2009-02-01 01:29:53,2023-10-02 06:49:48,30
Alzheimer,sk,Alois_Alzheimer,261,4,36,1,64,2005-12-19 07:21:52,2024-07-17 22:00:26,40
Alzheimer,sl,Alois_Alzheimer,170,5,20,2,9,2012-07-01 16:42:14,2023-05-11 22:13:26,9
Alzheimer,sr,Alois_Alzheimer,1065,3,22,9,28,2020-03-19 19:11:10,2024-09-15 23:41:41,10
Alzheimer,sv,Alois_Alzheimer,262,4,44,2,59,2006-11-27 20:27:49,2023-10-01 07:17:06,39
Alzheimer,sw,Alois_Alzheimer,71,2,6,0,16,2010-10-25 05:23:48,2013-03-11 16:00:17,11
Alzheimer,ta,Alois_Alzheimer,205,2,5,2,10,2017-04-03 18:07:22,2019-05-17 14:05:16,5
Alzheimer,tr,Alois_Alzheimer,888,4,45,5,104,2006-07-02 19:55:04,2025-02-20 12:46:10,63
Alzheimer,uk,Alois_Alzheimer,417,7,52,2,97,2004-08-04 21:00:50,2023-09-11 23:02:59,58
Alzheimer,uz,Alois_Alzheimer,1417,1,16,10,9,2022-09-11 17:12:54,2024-09-02 18:46:45,3
Alzheimer,vi,Alois_Alzheimer,235,2,17,2,28,2010-12-04 07:55:39,2025-02-26 10:40:45,20
Alzheimer,wuu,Alois_Alzheimer,2,0,1,0,1,2019-03-16 02:29:26,2019-03-16 02:29:26,1
Alzheimer,xmf,Alois_Alzheimer,264,4,14,2,37,2022-10-24 12:14:23,2023-09-07 07:18:27,1
Alzheimer,zh,Alois_Alzheimer,160,7,21,3,70,2007-04-14 00:20:15,2024-09-21 03:17:08,45
Alzheimer,ar,Donepezil,2065,12,114,7,45,2019-06-18 12:38:32,2024-12-16 09:19:29,9
Alzheimer,azb,Donepezil,414,4,47,3,4,2017-11-07 03:12:42,2018-12-05 05:18:02,2
Alzheimer,az,Donepezil,663,4,0,7,22,2015-09-08 04:23:53,2024-06-19 20:50:44,10
Alzheimer,ckb,Donepezil,247,4,2,3,9,2021-06-16 01:37:17,2025-01-12 07:50:51,4
Alzheimer,cy,Donepezil,220,4,5,3,6,2018-03-08 12:34:10,2018-03-12 13:21:36,3
Alzheimer,de,Donepezil,1306,5,93,6,177,2005-09-13 17:40:17,2024-11-29 14:01:00,71
Alzheimer,el,Donepezil,1656,2,41,5,13,2020-12-15 20:08:23,2024-09-26 23:22:58,5
Alzheimer,en,Donepezil,3732,8,524,9,693,2004-06-16 18:36:32,2025-02-16 22:27:48,305
